"","AverageWorkTime","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"1149",10.5123419150858,54,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Female","2","Human Resources","Single",23620,6,"Y",13,8,"1",9,2,5,1,4,"3","1","3","4","3"
"1150",6.87599815583218,24,"No","Travel_Rarely","Research & Development",5,"4","Other",1,"Male","1","Manufacturing Director","Single",178610,1,"Y",11,8,"2",4,5,4,1,2,"2","3","2","1","3"
"1151",6.99430145335209,23,"No","Travel_Rarely","Research & Development",7,"3","Life Sciences",1,"Male","2","Research Scientist","Single",191870,1,"Y",11,8,"1",5,2,5,1,4,"4","4","4","3","3"
"1152",7.81132664822499,40,"No","Travel_Frequently","Research & Development",21,"3","Medical",1,"Female","3","Research Scientist","Married",197170,1,"Y",21,8,"0",10,1,10,9,4,"4","3","4","2","4"
"1153",6.16028009259259,40,"No","Travel_Rarely","Research & Development",8,"1","Medical",1,"Female","5","Research Scientist","Married",35440,3,"Y",18,8,"3",15,3,11,5,10,"2","2","3","2","3"
"1154",6.20880445423397,25,"No","Travel_Rarely","Sales",20,"5","Medical",1,"Female","2","Laboratory Technician","Married",85000,4,"Y",12,8,"0",6,2,2,1,2,"3","2","3","3","3"
"1155",6.08208824975418,30,"No","Travel_Rarely","Human Resources",20,"4","Life Sciences",1,"Male","2","Research Scientist","Married",46610,1,"Y",11,8,"0",12,3,12,1,7,"4","2","2","2","3"
"1156",10.1941309012876,25,"No","Travel_Rarely","Research & Development",7,"2","Medical",1,"Male","5","Sales Executive","Divorced",41030,6,"Y",15,8,"1",7,2,2,0,2,"4","3","2","3","3"
"1157",7.77840277777778,47,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","2","Sales Executive","Single",42490,2,"Y",13,8,"1",25,2,17,12,11,"1","3","3","2","3"
"1158",6.1717504789272,33,"No","Non-Travel","Research & Development",1,"3","Life Sciences",1,"Male","2","Research Scientist","Divorced",140260,1,"Y",12,8,"0",1,4,1,0,0,"2","3","2","3","3"
"1159",7.90447635933806,38,"No","Travel_Rarely","Research & Development",19,"3","Life Sciences",1,"Female","2","Sales Executive","Married",68930,0,"Y",17,8,"0",16,3,15,5,8,"4","2","3","3","3"
"1160",7.18081400966184,31,"No","Travel_Rarely","Research & Development",10,"4","Medical",1,"Female","3","Sales Executive","Married",61250,0,"Y",13,8,"1",3,3,2,1,2,"1","3","3","3","3"
"1161",6.5096269513315,38,"No","Travel_Frequently","Research & Development",1,"4","Other",1,"Male","2","Research Scientist","Married",36690,2,"Y",19,8,"0",10,2,8,7,7,"1","3","3","3","3"
"1162",9.76790642076503,42,"No","Travel_Rarely","Research & Development",6,"3","Medical",1,"Male","2","Laboratory Technician","Divorced",100080,6,"Y",19,8,"1",9,3,4,1,2,"4","1","2","1","3"
"1163",7.69877255460589,41,"No","Travel_Rarely","Sales",2,"2","Medical",1,"Male","1","Healthcare Representative","Married",23870,3,"Y",17,8,"1",12,1,5,1,0,"4","4","3","1","3"
"1164",7.22813475665748,47,"No","Non-Travel","Research & Development",21,"2","Medical",1,"Male","1","Sales Executive","Married",46390,0,"Y",11,8,"1",14,2,13,5,12,"3","2","1","2","3"
"1165",10.3987888418079,35,"No","Travel_Rarely","Research & Development",4,"3","Life Sciences",1,"Male","2","Healthcare Representative","Married",78980,7,"Y",15,8,"0",5,2,2,2,2,"4","3","3","2","3"
"1166",6.40019005847953,22,"No","Travel_Rarely","Human Resources",12,"1","Human Resources",1,"Male","2","Sales Executive","Single",25340,0,"Y",11,8,"0",4,1,3,1,2,"4","3","4","3","3"
"1167",8.00488243430152,35,"No","Travel_Rarely","Research & Development",9,"3","Medical",1,"Female","2","Sales Executive","Single",131420,1,"Y",25,8,"2",10,4,10,0,8,"2","3","3","3","4"
"1168",9.1036745043799,33,"No","Travel_Rarely","Sales",3,"4","Medical",1,"Male","3","Healthcare Representative","Married",16110,0,"Y",14,8,"0",10,2,9,8,1,"2","4","3","2","3"
"1169",6.98645377959927,32,"No","Travel_Rarely","Research & Development",3,"2","Technical Degree",1,"Male","3","Manufacturing Director","Single",53630,1,"Y",13,8,"0",6,4,6,4,1,"3","2","3","3","3"
"1170",6.16474537037037,40,"No","Travel_Rarely","Research & Development",1,"4","Medical",1,"Male","2","Research Director","Married",50710,8,"Y",17,8,"1",8,3,1,0,0,"1","4","2","2","3"
"1171",6.0098417721519,32,"No","Travel_Rarely","Research & Development",1,"2","Medical",1,"Male","3","Sales Executive","Married",136950,0,"Y",13,8,"0",3,3,2,2,2,"2","2","3","3","3"
"1172",8.01807820696233,39,"No","Travel_Rarely","Research & Development",4,"4","Life Sciences",1,"Male","1","Sales Executive","Single",134020,7,"Y",14,8,"1",18,1,7,1,7,"1","4","3","3","3"
"1173",8.00095410628019,38,"No","Travel_Rarely","Sales",20,"4","Medical",1,"Female","2","Research Director","Married",20290,3,"Y",11,8,"1",20,3,18,1,11,"2","3","3","2","3"
"1174",7.89832387706856,32,"No","Travel_Rarely","Research & Development",18,"3","Life Sciences",1,"Male","2","Manager","Married",63770,1,"Y",12,8,"2",14,3,14,5,7,"3","4","3","3","3"
"1175",9.3858448593822,37,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Female","4","Sales Executive","Married",54290,1,"Y",17,8,"1",16,3,16,6,8,"3","4","3","3","3"
"1176",7.97158893461363,25,"No","Travel_Rarely","Research & Development",2,"4","Medical",1,"Female","2","Manufacturing Director","Divorced",27850,0,"Y",21,8,"0",6,2,5,0,4,"1","3","2","3","4"
"1177",6.80464139344262,52,"No","Non-Travel","Research & Development",2,"4","Other",1,"Male","1","Manager","Divorced",46140,2,"Y",16,8,"1",16,3,9,0,0,"1","4","2","3","3"
"1178",10.8053400383142,44,"No","Travel_Rarely","Research & Development",8,"1","Life Sciences",1,"Female","1","Sales Representative","Single",26100,6,"Y",15,8,"0",6,2,4,1,2,"2","4","3","3","3"
"1179",8.15964551371455,21,"No","Travel_Rarely","Sales",10,"5","Medical",1,"Male","3","Research Scientist","Single",66870,1,"Y",19,8,"3",2,0,2,1,2,"3","1","3","3","3"
"1180",6.30630350637523,39,"No","Non-Travel","Research & Development",3,"4","Life Sciences",1,"Female","2","Research Director","Single",47240,2,"Y",12,8,"1",21,4,6,1,3,"4","4","2","4","3"
"1181",8.02533138401559,23,"Yes","Travel_Frequently","Research & Development",2,"4","Life Sciences",1,"Female","2","Manufacturing Director","Married",61790,1,"Y",11,8,"0",1,3,1,1,0,"4","1","2","3","3"
"1182",7.79249085505258,36,"No","Travel_Rarely","Research & Development",24,"3","Life Sciences",1,"Female","2","Laboratory Technician","Married",61200,0,"Y",19,8,"0",10,2,9,3,4,"1","4","3","3","3"
"1183",7.8441184086629,36,"No","Travel_Frequently","Research & Development",16,"1","Medical",1,"Male","2","Sales Executive","Divorced",105960,7,"Y",15,8,"0",18,3,4,0,2,"4","2","3","2","3"
"1184",6.59279701779702,56,"No","Non-Travel","Research & Development",8,"1","Life Sciences",1,"Male","1","Sales Executive","Divorced",54670,1,"Y",20,8,"0",13,6,13,1,9,"3","3","2","2","4"
"1185",10.9035931174089,29,"Yes","Travel_Rarely","Research & Development",9,"4","Medical",1,"Male","2","Sales Representative","Married",29960,9,"Y",25,8,"0",4,4,2,2,2,"1","4","4","3","4"
"1186",7.39886725865209,42,"No","Travel_Rarely","Research & Development",17,"1","Life Sciences",1,"Male","3","Research Scientist","Married",99980,5,"Y",24,8,"2",24,3,22,4,14,"1","3","2","2","4"
"1187",6.82067941317941,56,"Yes","Travel_Rarely","Sales",10,"4","Other",1,"Male","2","Sales Executive","Married",40780,8,"Y",24,8,"1",14,3,10,9,8,"4","3","1","3","4"
"1188",7.80004964539007,41,"No","Travel_Rarely","Research & Development",13,"4","Life Sciences",1,"Female","1","Healthcare Representative","Married",109200,0,"Y",15,8,"1",21,3,20,0,10,"1","2","3","4","3"
"1189",7.38362560386473,34,"No","Travel_Rarely","Sales",1,"3","Medical",1,"Female","1","Laboratory Technician","Married",62320,1,"Y",13,8,"1",8,3,8,1,7,"4","3","3","3","3"
"1190",7.67532993692382,36,"No","Non-Travel","Sales",1,"1","Medical",1,"Female","1","Human Resources","Divorced",132470,1,"Y",14,8,"0",15,3,15,11,11,"4","4","2","3","3"
"1191",7.09182407407407,41,"No","Travel_Rarely","Research & Development",1,"5","Medical",1,"Male","1","Healthcare Representative","Divorced",40810,2,"Y",13,8,"0",14,3,5,0,4,"3","2","3","3","3"
"1192",6.72527659574468,32,"No","Travel_Rarely","Sales",9,"4","Life Sciences",1,"Female","2","Research Scientist","Single",57690,1,"Y",11,8,"0",4,3,4,1,2,"4","1","3","3","3"
"1193",10.5051560283688,35,"No","Travel_Rarely","Research & Development",16,"3","Medical",1,"Female","2","Healthcare Representative","Single",23940,1,"Y",16,8,"1",9,3,9,1,7,"3","4","3","3","3"
"1194",6.90596703550023,38,"No","Travel_Rarely","Research & Development",23,"3","Medical",1,"Male","3","Sales Representative","Married",39040,1,"Y",22,8,"0",10,3,10,1,9,"1","4","3","2","4"
"1195",7.20889482431149,50,"Yes","Travel_Frequently","Sales",4,"2","Life Sciences",1,"Female","2","Laboratory Technician","Divorced",167990,7,"Y",14,8,"1",12,2,6,0,1,"2","3","3","2","3"
"1197",6.07657811741873,45,"No","Travel_Rarely","Sales",24,"3","Life Sciences",1,"Male","1","Laboratory Technician","Single",36290,8,"Y",16,8,"1",8,2,5,0,1,"4","3","3","4","3"
"1199",8.43080233667144,35,"No","Travel_Frequently","Sales",7,"2","Life Sciences",1,"Male","2","Manufacturing Director","Married",32290,1,"Y",25,8,"0",10,2,10,0,2,"3","3","4","2","4"
"1200",7.4841938534279,40,"No","Travel_Rarely","Research & Development",17,"4","Life Sciences",1,"Male","1","Manager","Married",35780,2,"Y",14,8,"1",20,2,5,0,2,"3","3","3","3","3"
"1201",6.89609943977591,35,"No","Travel_Rarely","Human Resources",14,"1","Life Sciences",1,"Male","2","Research Scientist","Married",79880,1,"Y",18,8,"0",4,3,4,1,1,"3","4","3","3","3"
"1202",9.81785468319559,29,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Male","3","Sales Executive","Married",42840,4,"Y",11,8,"0",10,5,4,0,3,"4","2","3","2","3"
"1203",6.08396349862259,29,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Male","2","Sales Representative","Single",75530,1,"Y",19,8,"0",5,3,5,0,4,"4","1","1","3","3"
"1204",9.61616850321396,50,"Yes","Travel_Rarely","Research & Development",17,"3","Medical",1,"Male","1","Research Scientist","Divorced",173280,4,"Y",15,8,"2",20,1,3,2,0,"4","1","3","3","3"
"1205",7.5089988179669,39,"No","Travel_Rarely","Sales",25,"3","Medical",1,"Male","2","Sales Executive","Married",197010,0,"Y",11,8,"0",21,3,20,9,6,"2","4","2","4","3"
"1206",7.30854609929078,31,"No","Non-Travel","Research & Development",8,"4","Life Sciences",1,"Female","4","Sales Executive","Single",147320,0,"Y",12,8,"0",10,3,9,1,7,"2","1","3","3","3"
"1207",7.50067526731753,26,"No","Travel_Rarely","Research & Development",11,"4","Medical",1,"Male","2","Manager","Single",92780,0,"Y",20,8,"0",5,3,4,0,0,"4","3","3","3","4"
"1208",7.69417013888889,36,"No","Travel_Frequently","Research & Development",5,"1","Technical Degree",1,"Male","1","Sales Executive","Married",13590,4,"Y",12,8,"0",17,2,5,0,3,"3","4","3","3","3"
"1209",6.04675729755179,39,"No","Travel_Rarely","Research & Development",2,"1","Medical",1,"Female","1","Research Scientist","Married",47790,4,"Y",14,8,"2",9,3,7,1,7,"4","1","3","3","3"
"1210",9.28656962639495,27,"No","Travel_Rarely","Research & Development",8,"2","Medical",1,"Male","1","Laboratory Technician","Married",164220,1,"Y",20,8,"1",6,3,6,0,3,"2","2","3","3","4"
"1211",6.39588865348399,49,"No","Travel_Frequently","Research & Development",6,"1","Medical",1,"Male","3","Healthcare Representative","Married",29960,2,"Y",18,8,"1",17,2,9,0,8,"4","2","2","2","3"
"1212",6.46053250849102,34,"No","Travel_Rarely","Sales",4,"3","Medical",1,"Female","1","Sales Executive","Married",12610,2,"Y",14,8,"1",6,6,4,1,2,"2","3","4","3","3"
"1213",8.62651221264368,41,"Yes","Travel_Rarely","Research & Development",7,"2","Life Sciences",1,"Female","1","Research Scientist","Single",20990,8,"Y",12,8,"1",8,2,6,0,5,"2","4","1","3","3"
"1214",6.71321327683616,49,"No","Travel_Frequently","Sales",1,"4","Life Sciences",1,"Female","2","Manufacturing Director","Married",58100,1,"Y",21,8,"1",10,2,10,1,7,"3","2","3","3","4"
"1215",8.5212037037037,37,"Yes","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","1","Sales Executive","Single",56470,6,"Y",19,8,"0",7,2,0,0,0,"4","3","3","3","3"
"1216",9.4826066572902,33,"No","Travel_Frequently","Research & Development",10,"2","Medical",1,"Male","2","Research Scientist","Married",34200,1,"Y",14,8,"0",8,3,8,3,0,"4","3","3","3","3"
"1217",6.40478225047081,27,"No","Travel_Rarely","Sales",5,"4","Medical",1,"Female","4","Manufacturing Director","Married",44000,9,"Y",17,8,"1",6,3,2,2,2,"1","2","3","2","3"
"1218",7.27698480531814,32,"No","Travel_Frequently","Research & Development",9,"2","Medical",1,"Female","2","Research Scientist","Single",35000,0,"Y",16,8,"1",8,2,7,3,6,"4","4","2","2","3"
"1219",10.0351859799714,59,"No","Travel_Rarely","Sales",2,"2","Marketing",1,"Female","5","Sales Representative","Married",20660,4,"Y",12,8,"1",12,3,1,0,0,"3","1","2","3","3"
"1220",6.38941332411249,30,"No","Travel_Rarely","Research & Development",11,"4","Medical",1,"Male","2","Laboratory Technician","Divorced",171690,1,"Y",17,8,"2",1,2,1,0,0,"4","3","3","3","3"
"1221",7.99749885688157,38,"No","Travel_Frequently","Sales",18,"4","Life Sciences",1,"Male","2","Healthcare Representative","Single",41620,0,"Y",15,8,"1",10,1,9,1,8,"4","3","3","3","3"
"1222",7.83218434343434,36,"No","Travel_Rarely","Research & Development",7,"3","Life Sciences",1,"Male","1","Sales Executive","Married",92040,6,"Y",23,8,"1",17,2,7,7,7,"3","3","2","3","4"
"1223",7.4983615819209,35,"No","Travel_Rarely","Human Resources",3,"4","Human Resources",1,"Male","2","Manager","Married",32940,0,"Y",11,8,"0",6,2,5,0,3,"1","2","3","3","3"
"1224",10.7246938534279,29,"No","Travel_Rarely","Sales",29,"4","Life Sciences",1,"Male","2","Laboratory Technician","Single",21270,0,"Y",11,8,"1",10,3,9,0,8,"4","3","3","2","3"
"1226",7.61409234892788,34,"No","Travel_Rarely","Research & Development",28,"3","Technical Degree",1,"Male","1","Laboratory Technician","Divorced",107930,0,"Y",11,8,"3",3,1,2,1,2,"2","4","3","2","3"
"1227",10.4831481481481,28,"Yes","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","5","Research Director","Single",100960,5,"Y",13,8,"0",6,2,4,0,3,"3","3","3","3","3"
"1228",7.96732683982684,29,"No","Travel_Rarely","Research & Development",16,"2","Life Sciences",1,"Female","4","Laboratory Technician","Divorced",36460,1,"Y",14,8,"0",10,3,10,8,8,"2","1","3","4","3"
"1229",10.69599002849,32,"No","Travel_Rarely","Human Resources",22,"3","Human Resources",1,"Female","2","Research Director","Divorced",74460,0,"Y",19,8,"0",7,3,6,0,5,"1","2","2","3","3"
"1230",10.0029444444444,22,"No","Non-Travel","Research & Development",8,"3","Life Sciences",1,"Female","3","Sales Executive","Divorced",108510,1,"Y",16,8,"1",1,2,1,0,0,"4","4","2","4","3"
"1231",8.01587201125176,53,"No","Travel_Rarely","Research & Development",11,"3","Medical",1,"Male","2","Manager","Married",21090,2,"Y",13,8,"0",31,3,25,3,7,"1","4","3","3","3"
"1232",9.68517361111111,38,"No","Travel_Rarely","Research & Development",29,"3","Life Sciences",1,"Female","1","Manufacturing Director","Single",37220,5,"Y",14,8,"0",6,0,3,1,2,"4","4","3","3","3"
"1233",6.90796753543667,24,"No","Non-Travel","Research & Development",1,"5","Life Sciences",1,"Male","3","Research Scientist","Divorced",93800,0,"Y",16,8,"0",5,2,4,1,3,"1","3","2","2","3"
"1234",6.47534206695779,36,"Yes","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Male","1","Research Director","Single",54860,7,"Y",12,8,"1",10,2,5,0,3,"3","1","3","3","3"
"1235",6.09487161531279,34,"No","Travel_Rarely","Sales",24,"3","Marketing",1,"Male","4","Research Scientist","Single",27420,0,"Y",11,8,"1",13,2,12,2,11,"1","2","3","3","3"
"1236",5.99735565259583,21,"No","Travel_Rarely","Sales",2,"3","Life Sciences",1,"Male","2","Manufacturing Director","Single",137570,1,"Y",12,8,"1",0,3,0,0,0,"3","4","3","3","3"
"1237",7.81506345785441,34,"Yes","Travel_Rarely","Sales",15,"2","Marketing",1,"Female","2","Research Scientist","Single",84630,2,"Y",13,8,"0",8,2,4,1,3,"2","1","3","1","3"
"1238",7.48115862573099,53,"No","Travel_Rarely","Sales",2,"1","Life Sciences",1,"Male","5","Human Resources","Divorced",31620,4,"Y",15,8,"0",26,4,14,4,8,"3","3","2","3","3"
"1239",9.49527296777297,32,"Yes","Travel_Frequently","Research & Development",10,"3","Medical",1,"Female","2","Manufacturing Director","Single",165980,1,"Y",13,8,"0",10,2,10,6,7,"2","1","3","3","3"
"1240",6.89224517906336,42,"No","Travel_Rarely","Research & Development",10,"3","Technical Degree",1,"Male","2","Laboratory Technician","Married",66510,0,"Y",20,8,"0",10,5,9,4,2,"3","2","3","2","4"
"1241",7.10109958506224,44,"No","Travel_Rarely","Research & Development",3,"1","Life Sciences",1,"Female","1","Manufacturing Director","Married",23450,3,"Y",15,8,"2",24,0,22,5,17,"1","4","3","3","3"
"1242",8.00911956521739,46,"No","Travel_Rarely","Sales",2,"3","Life Sciences",1,"Female","1","Research Scientist","Single",34200,3,"Y",13,8,"2",22,3,2,2,1,"2","1","2","1","3"
"1243",6.52836560627017,33,"No","Travel_Rarely","Sales",3,"3","Medical",1,"Male","1","Manufacturing Director","Single",43730,4,"Y",14,8,"0",7,3,1,0,0,"3","4","3","3","3"
"1244",8.53277431996312,44,"No","Travel_Rarely","Human Resources",26,"3","Life Sciences",1,"Male","5","Healthcare Representative","Married",47590,2,"Y",21,8,"0",9,2,4,1,3,"4","4","4","3","4"
"1245",6.11603566529492,30,"No","Travel_Rarely","Research & Development",1,"4","Technical Degree",1,"Female","1","Research Scientist","Single",53010,1,"Y",16,8,"1",10,3,10,1,8,"4","3","3","3","3"
"1246",6.52386374521073,39,"Yes","Travel_Rarely","Human Resources",1,"4","Medical",1,"Male","1","Sales Executive","Married",36730,3,"Y",14,8,"1",19,3,1,0,0,"4","4","4","3","3"
"1247",9.67660063752277,24,"Yes","Travel_Rarely","Human Resources",2,"5","Human Resources",1,"Male","3","Sales Executive","Married",47680,2,"Y",11,8,"1",6,2,2,2,0,"2","4","2","2","3"
"1248",6.48759021842355,43,"No","Travel_Rarely","Sales",9,"5","Technical Degree",1,"Female","1","Research Director","Divorced",12740,1,"Y",19,8,"0",6,3,5,1,4,"4","3","2","2","3"
"1249",8.91985139460448,50,"Yes","Travel_Rarely","Research & Development",12,"4","Medical",1,"Male","1","Research Director","Married",49000,1,"Y",11,8,"0",3,3,3,0,2,"1","3","3","2","3"
"1250",7.08665059687787,35,"No","Travel_Rarely","Sales",2,"4","Marketing",1,"Male","3","Manufacturing Director","Married",104660,1,"Y",13,8,"0",2,1,2,2,2,"4","4","3","3","3"
"1251",9.07866787439614,36,"No","Travel_Rarely","Research & Development",25,"1","Life Sciences",1,"Female","4","Sales Executive","Married",170070,9,"Y",12,8,"1",6,2,1,0,0,"2","1","4","2","3"
"1252",6.55703314659197,33,"No","Travel_Frequently","Sales",9,"2","Marketing",1,"Male","4","Human Resources","Married",29090,2,"Y",11,8,"0",10,2,5,1,3,"3","1","3","2","3"
"1253",6.18877033937703,35,"No","Travel_Rarely","Research & Development",10,"1","Medical",1,"Male","1","Research Scientist","Divorced",57650,1,"Y",14,8,"1",1,2,1,0,0,"3","4","3","3","3"
"1254",7.61980713245997,27,"No","Travel_Rarely","Sales",8,"2","Marketing",1,"Female","3","Research Scientist","Divorced",45990,1,"Y",15,8,"1",1,3,1,0,0,"4","1","3","2","3"
"1255",7.6933150434385,26,"Yes","Travel_Rarely","Sales",4,"3","Marketing",1,"Male","2","Manager","Single",24040,1,"Y",12,8,"0",1,6,1,0,1,"1","3","2","3","3"
"1256",6.84236285448629,27,"No","Travel_Frequently","Sales",24,"3","Life Sciences",1,"Male","4","Healthcare Representative","Single",31720,1,"Y",20,8,"1",9,1,9,1,7,"4","3","3","3","4"
"1257",6.81659752547307,30,"No","Travel_Frequently","Research & Development",1,"4","Medical",1,"Male","1","Research Scientist","Single",20330,1,"Y",14,8,"1",12,3,12,3,7,"3","4","3","1","3"
